"word","translation_hy","translation_ru","level","part_of_speech","frequency_rank"
"insider","ներսիմարդ","insider","C2","noun","16522"
"erratic","սխալ","erratic","C2","adjective","16523"
"coca","coca","кока","C2","noun","16524"
"labors","labors","labors","C2","noun","16525"
"backdrop","backdrop","задник","C2","noun","16526"
"majors","մեծ, գլխավոր, հիմնական","майор","C2","noun","16527"
"electors","ընտրող","курфюрст","C2","noun","16528"
"clenched","սեղմում (ատամներ, բռունցք)","наклёпывать","C2","verb","16529"
"trembled","դողալ","дрожь","C2","verb","16530"
"predictors","predictors","predictors","C2","noun","16531"
"charters","վարձել","зафрахтовывать","C2","noun","16532"
"townsend","townsend","townsend","C2","noun","16533"
"docks","բսբ","состыковывать","C2","noun","16534"
"gorge","կիրճ","горжа","C2","noun","16535"
"ramifications","ճյուղավորում, ճյուղավորություն","разветвление","C2","noun","16536"
"appropriateness","համապատասխան, հարմար, պատշաճ","закономерность","C2","noun","16537"
"hideous","տգեղ, ժանտատեսիլ","безобразный","C2","adjective","16538"
"summing","summing","задача","C2","verb","16539"
"atrocities","atrocities","зверство","C2","noun","16540"
"rap","թեթևհարված, բախյուն, թակոց","постучать","C2","noun","16541"
"xxx","xxx","xxx","C2","noun","16542"
"payoff","payoff","покрывать","C2","noun","16543"
"merton","merton","merton","C2","noun","16544"
"proto","proto","proto","C2","noun","16545"
"dine","ճաշել","обедать","C2","verb","16546"
"intrigue","բանսարկություն, մեքենայություն, խարդավանք","интрига","C2","noun","16547"
"dal","dal","dal","C2","noun","16548"
"loaf","բոքոն (սև)","ошиваться","C2","noun","16549"
"vest","բաճկոնակ, ժիլետ","майка","C2","noun","16550"
"stripping","stripping","разборка","C2","verb","16551"
"embroidered","ասեղնագործել, նկարազարդել","расшивной","C2","verb","16552"
"lange","lange","lange","C2","noun","16553"
"compressive","compressive","compressive","C2","noun","16554"
"teasing","ծաղրել, բարկացնել, գրգռել","ворсование","C2","verb","16555"
"burr","burr","грат","C2","noun","16556"
"riddle","հանելուկ","грохот","C2","noun","16557"
"sacrificing","sacrificing","жертва","C2","verb","16558"
"kaufman","kaufman","kaufman","C2","noun","16559"
"quantitatively","քանակական","количественный","C2","adverb","16560"
"mythological","դիցաբանական, առասպելաբանական","мифологический","C2","adjective","16561"
"stockings","գուլպա","чулок","C2","noun","16562"
"decreed","հրամանագիր, օրենք, որոշում","решение","C2","verb","16563"
"martyrdom","մարտիրոսություն","мученичество","C2","noun","16564"
"professionalism","professionalism","professionalism","C2","noun","16565"
"bartlett","bartlett","bartlett","C2","noun","16566"
"mickey","mickey","mickey","C2","noun","16567"
"blackness","սևություն, խավար, մթություն","чернота","C2","noun","16568"
"tentatively","փորձնական, փորձառական, նախնական","tentatively","C2","adverb","16569"
"tj","tj","tj","C2","noun","16570"
"cds","cds","cds","C2","noun","16571"
"stabilizing","կայունացնել","стабилизовать","C2","verb","16572"
"chromosomal","chromosomal","chromosomal","C2","noun","16573"
"ling","ling","щука","C2","verb","16574"
"exacerbated","սրել, սաստկացնել","обострить","C2","verb","16575"
"benchmark","ելակետ","benchmark","C2","noun","16576"
"glances","հայացք, նայվածք","взгляд","C2","noun","16577"
"understandably","understandably","understandably","C2","adverb","16578"
"carrots","գազար, ստեպղին","морковь","C2","noun","16579"
"gotta","gotta","gotta","C2","noun","16580"
"prc","prc","prc","C2","noun","16581"
"sanctity","sanctity","святость","C2","noun","16582"
"armored","զրահապատ, զրահավոր","armored","C2","adjective","16583"
"denomination","անվանում, անուն","наименование","C2","noun","16584"
"obscurity","obscurity","невыясненность","C2","noun","16585"
"b.a.","b.a.","b.a.","C2","noun","16586"
"pouch","տոպրակ, պարկ","сумка","C2","noun","16587"
"inspections","զննում, քննում, ստուգում","осмотр","C2","noun","16588"
"lorraine","lorraine","lorraine","C2","noun","16589"
"smelling","հոտառություն, հոտ","запах","C2","verb","16590"
"compile","հավաքել, կուտակել","составлять","C2","verb","16591"
"reviewers","տեսաբան, տեսությունկազմող","референт","C2","noun","16592"
"throughput","throughput","throughput","C2","noun","16593"
"juliet","juliet","juliet","C2","noun","16594"
"brennan","brennan","brennan","C2","noun","16595"
"touring","զբոսաշրջիկություն, տուրիզմ","поездка","C2","noun","16596"
"antoine","antoine","antoine","C2","noun","16597"
"carts","սայլ, սայլակառք","дроги","C2","noun","16598"
"asymptomatic","asymptomatic","asymptomatic","C2","noun","16599"
"defeating","պարտություն","поражение","C2","verb","16600"
"az","az","аз","C2","noun","16601"
"spa","հանքայինաղբյուր","курорт","C2","noun","16602"
"canberra","canberra","canberra","C2","noun","16603"
"oxidative","oxidative","oxidative","C2","noun","16604"
"inconsistencies","inconsistencies","непоследовательность","C2","noun","16605"
"frederic","frederic","frederic","C2","noun","16606"
"ke","ke","ke","C2","noun","16607"
"particulate","particulate","particulate","C2","noun","16608"
"legality","օրինականություն","законность","C2","noun","16609"
"appalling","սարսափելի, զարհուրելի","appalling","C2","adjective","16610"
"compressor","compressor","компрессор","C2","noun","16611"
"tha","tha","tha","C2","noun","16612"
"coronation","թագադրում, թագադրություն","венчание","C2","noun","16613"
"sectoral","sectoral","sectoral","C2","noun","16614"
"coals","ածուխ, քարածուխ","бункероваться","C2","noun","16615"
"terraces","սանդղափուլ, տեռաս","терраса","C2","noun","16616"
"curry","կարի ( համեմունք)","выделывать","C2","noun","16617"
"poker","poker","кочерга","C2","noun","16618"
"pius","pius","pius","C2","noun","16619"
"fro","հետուառաջ","fro","C2","adverb","16620"
"tow","բուքսիրիվերցնելը, բուքսիրովքաշելը","пакля","C2","noun","16621"
"vibrational","vibrational","vibrational","C2","noun","16622"
"grating","ցանց, վանդակ","решётка","C2","noun","16623"
"terminating","վերջ/սահմանդնել","кончаться","C2","verb","16624"
"slogans","կարգախոս, կոչ","лозунг","C2","noun","16625"
"accessing","մուտք, մոտենալուհնարավորություն, ներթափանցում","доступ","C2","verb","16626"
"cytochrome","cytochrome","cytochrome","C2","noun","16627"
"consonants","քեր","согласный","C2","noun","16628"
"predicates","քեր","предикат","C2","noun","16629"
"piping","խողովակաշար","свист","C2","noun","16630"
"shrines","աճյունասափոր, մասունքներիտապանակ","рака","C2","noun","16631"
"dd","dd","dd","C2","noun","16632"
"mansfield","mansfield","mansfield","C2","noun","16633"
"tanner","դաբաղ (բանվոր)","дубильщик","C2","noun","16634"
"apprehended","հասկանալ, ըմբռնել","опасаться","C2","verb","16635"
"goldsmith","ոսկերիչ","goldsmith","C2","noun","16636"
"playful","ժիր, կայտառ","лукавый","C2","adjective","16637"
"bibliographic","bibliographic","библиографический","C2","noun","16638"
"deepened","խորանալ, խորացնել","усиливаться","C2","verb","16639"
"illusory","illusory","призрачный","C2","noun","16640"
"fright","վախ, երկյուղ","страх","C2","noun","16641"
"ganglia","ganglia","ganglia","C2","noun","16642"
"marches","մարտ","переход","C2","noun","16643"
"dripping","կաթող","капель","C2","adjective","16644"
"installment","installment","установить","C2","noun","16645"
"proportionate","համամասնական, համաչափ","пропорциональный","C2","adjective","16646"
"patriots","հայրենասեր","патриот","C2","noun","16647"
"ballads","գրկ","дума","C2","noun","16648"
"quarrels","վեճ, կռիվ","ссора","C2","noun","16649"
"domingo","domingo","domingo","C2","noun","16650"
"fuss","իրարանցում, վազվզոց","хлопоты","C2","noun","16651"
"ami","ami","ami","C2","noun","16652"
"orphan","orphan","сирота","C2","noun","16653"
"conceptually","հմկրգ","понятийный","C2","adverb","16654"
"populist","populist","populist","C2","noun","16655"
"heretofore","heretofore","heretofore","C2","noun","16656"
"ape","կապիկ","обезьяна","C2","noun","16657"
"vicar","եկեղ","vicar","C2","noun","16658"
"incur","առաջացնել, առաջբերել","incur","C2","verb","16659"
"boxing","բռնցքամարտ, բոքս","бокс","C2","noun","16660"
"autopsy","դիահերձում","autopsy","C2","noun","16661"
"spurious","կեղծ, շինծու","фальшивый","C2","adjective","16662"
"geologic","geologic","geologic","C2","noun","16663"
"aft","ծով","aft","C2","noun","16664"
"deregulation","deregulation","deregulation","C2","noun","16665"
"circulatory","շրջանառական, շրջանառու","circulatory","C2","adjective","16666"
"reefs","խութ, ստորերկրյաժայռ","риф","C2","noun","16667"
"brochure","brochure","брошюра","C2","noun","16668"
"etre","etre","etre","C2","noun","16669"
"engendered","ծնունդտալ, ծնել","породить","C2","verb","16670"
"departing","հեռանալ, գնալ, մեկնել","уходящий","C2","verb","16671"
"cleanliness","մաքրություն, մաքրասիրություն","чистота","C2","noun","16672"
"invoking","կոչանել","заклинать","C2","verb","16673"
